Sum,C,D,E,F,G,J,N,O,P,Q,R,S,T,fraud
102.08,1.545542122,-0.278058243,0.181989585,0.898340771,1.001184936,1.050530326,0.123753249,0.801045316,-1.757510263,-0.320374548,1.68399467,0.10757779,-0.284260264,0
87.2,1.145575693,0.25800998,-1.321106631,-0.286826788,-0.68240791,-0.126236105,-0.095691088,0.00375394,0.517859283,-0.42005848,0.344601176,0.129721242,0.097398204,0
32.36,-0.082205011,-3.34455125,0.233204293,0.537807219,-0.963791508,-2.347705847,0.421468969,-0.511148406,0.711884654,-1.302980473,0.312177253,-0.357684033,0.513631769,0
60.63591766,-4.512771103,3.498678131,-1.733920803,0.011197152,-4.251251744,-1.76363343,-5.528744763,-1.118937611,-3.557574815,-8.004644733,-3.011909213,-0.1479872,-1.582406607,1
184.6395962,-3.122278683,3.379956686,-2.02878844,-1.115820207,-3.060208748,-3.398094432,-7.266357676,-0.049796073,-4.145226543,-9.314591828,-3.265606819,-0.414975438,0.205024958,1
1.0,0.006583747,-2.578230895,0.625616625,-1.009676288,0.881294874,-1.443158852,0.532101501,-0.426443318,0.51097535,-0.717636284,-0.640671749,-0.696720476,-0.195600382,0
3.125668103,-0.930542113,5.817292183,8.005874819,-3.968980801,-6.011700554,1.905843387,0.37242273,0.418228112,-0.290652593,0.966685773,0.477935452,1.622887199,1.739521376,1
19.30600768,-1.414678981,-0.482219827,-0.357526679,-0.182614424,-1.563098619,0.19505259,-1.791188045,-0.161626051,1.757587827,1.333356024,0.170314763,0.602238248,-0.005767596,1
0.0,1.525035042,2.716260098,-0.832367883,0.134716459,-0.579474221,0.5036633,-0.347294226,-0.267070735,0.63570143,-0.395031133,-0.160297559,-0.840530616,-0.186032849,0
165.4961165,-6.172272278,5.292325433,1.442247049,-1.743136429,-0.690673114,-3.878581562,-9.582100751,-0.468729853,0.067480127,-0.24577366,1.09785039,-1.711012986,0.649255144,1
2.5,0.09604476,-1.274459838,1.243041008,0.34258398,0.882534135,-0.669497734,-0.216869955,-1.662906196,-0.27068455,-0.831044152,0.356141198,0.710768975,0.116342571,0
1.0,-11.06649327,8.974744261,-1.719960967,-2.865027707,-7.837050199,-12.86951639,-19.182519,-0.988467141,-10.24751156,-15.48098018,-5.480905732,-0.417882001,1.484761076,1
17.14,-2.41962238,-0.248979862,0.894903639,-0.84374278,0.626786388,0.195056653,1.090214896,-0.186453677,-0.262475982,-0.654639534,0.202154843,0.574147506,-0.199198496,0
1.0,0.658689776,1.281291092,-0.512001418,-0.121538617,-0.26543556,-0.155475953,0.341109725,0.302398931,-0.473868068,0.312093681,-0.765704236,-0.293490879,-0.318979391,0
28.75,-0.335808218,0.299044423,-0.565688476,0.130204602,-0.767419472,0.152625901,-0.127676872,-0.340393115,0.51896874,-0.758206623,0.482480368,0.012014737,-0.095646702,0
1.18,-1.503404539,-1.093315442,2.705762494,0.579780168,1.337205174,-0.002314817,0.945619307,-0.329021199,-1.705674347,0.229898509,-1.149022251,-0.687369273,-0.476379397,0
112.6586865,-1.14076252,0.568829698,-1.80093939,-0.653835644,-2.10320266,-2.087758,-4.624852849,0.009245889,-2.305161996,-5.934196921,-1.97624115,1.607244454,0.500009306,1
1.0,-30.17731746,8.904156771,-17.89259969,-1.227903881,-31.19732855,-22.18708856,-3.926207316,-2.400246492,-6.80988994,-12.46231495,-5.501050784,-0.567939573,2.812241109,1
27.44,0.069790666,-0.342863875,-1.406681105,-0.374900779,-1.158931489,0.749254983,-0.700970882,0.4715532,-0.876397062,-0.486851256,1.226263276,-1.007706032,-0.46659279,0
1.0,-20.40709678,11.6076087,-7.520688129,-2.168379377,-15.23722967,-13.69191412,-14.56498037,-0.308664555,-8.293144699,-12.50814942,-4.853706065,0.690795321,1.04841556,1
183.8363823,-5.031882086,4.207435389,-4.254391394,-0.288697572,-5.462408244,-5.319620745,-6.272053107,1.079513979,-7.848962198,-10.4189538,-5.386256393,2.106263033,-0.301524399,1
1.98,1.619924037,-0.545692149,1.353763649,-0.886283975,0.632756925,-0.514330067,-0.222095437,0.448074223,0.578383511,-1.092528128,-0.238872954,-0.334027921,0.19446107,0
0.76,1.931378139,4.191413017,0.103569971,1.367957096,-0.210295783,1.156633832,0.204898981,1.009481777,0.404897953,0.128262272,0.299589242,1.358031895,0.293338119,0
144.0,-2.322665127,1.014184112,0.986760527,-0.406232156,0.830455881,0.477625651,1.022352371,-0.402846005,-0.008386296,-0.894849493,0.32936698,0.075214144,0.046587572,0
1.0,-0.114075621,3.36203238,0.71123765,2.207654817,-0.765144596,1.463945765,0.062418677,-0.008812636,0.888858468,-0.770649028,-0.574757184,-2.430860491,-0.316814974,0
9.99,-1.138515829,0.389819468,-0.092589771,-1.129924408,0.182968491,0.073797035,0.296192978,0.067136319,-0.054549351,-0.333483915,-0.802707328,0.200052727,-0.211880599,0
79.0,-0.441247131,0.395073384,-0.680649615,-0.003654384,-0.663533997,-0.021449732,0.064684116,-0.107418082,0.320624287,-0.789112359,0.825120107,0.058799862,-0.088681823,0
377.2015987,-17.79600563,9.233284633,-13.31005751,-2.733775509,-15.78048644,-13.98744478,-9.928326261,0.282420633,-10.03959416,-19.60247683,-8.457694946,2.930413923,-1.39567839,1
600.73,-7.040484712,2.26645648,-4.177648913,-0.746924828,-0.248336733,-5.567947051,-4.211755924,-0.137195539,-2.63940914,-2.532355406,-0.667067027,0.626059293,-0.842178337,1
253.8625464,-7.03900425,4.276472922,-5.074947842,-1.765751922,-4.918708491,-6.808973408,-6.940314824,1.008543216,-6.142123383,-10.5127412,-3.992193221,2.132005018,-0.53973951,1
9.5,-3.080532363,-0.703621085,-3.789091374,-0.756936137,-3.336359826,0.043256446,2.4738006,-0.878023147,1.445961664,0.923126674,0.838456047,-0.461003949,0.006780922,0
0.75,-0.852379304,-2.396392118,-1.272425671,-0.673800404,-0.231024551,5.097068945,-0.776766748,0.354553233,0.289525795,-0.634884064,-0.528611866,-1.412433941,2.338915535,0
425.9920112,-2.294577745,4.032418491,-0.160120244,-0.002961388,-0.172878278,-1.008142087,-0.646104504,-0.817924118,-1.64637136,-2.249947201,-0.884164253,0.768847987,-0.07303134,1
145.99,-0.147092749,0.091505856,-0.393671249,-0.695568433,0.302553875,-0.013929781,1.058332767,0.514601409,-0.034602936,0.028620428,-0.794127337,0.09819006,0.074801577,0
180.36,0.665543351,1.042338406,0.474647044,-0.580086498,0.768652521,-0.52252262,0.840739165,0.167981755,0.019917259,-0.334747202,0.195399696,1.102512191,0.660036972,0
20.0,1.248250284,-3.099011163,-0.492220773,-0.51412239,-0.364238207,0.553965174,-0.384194318,-0.245640108,0.202006021,-0.095357482,-0.163699701,-2.080064189,-0.537506072,0
1.18,-1.544230194,0.123194055,0.278275753,-0.197976063,-0.102211745,0.284338036,0.822010905,-0.605389043,0.217976267,-0.533172874,0.074931729,0.724265993,-0.312661311,0
117.7213181,-2.992312303,3.149804309,-0.147075434,-1.193358135,-1.641974492,-3.644633216,-6.948858506,-0.07997642,-2.102220443,-3.462381574,-0.836691091,0.009152815,0.120310987,1
150.0,-1.189838689,-1.17755707,-1.380372212,-0.579417324,-0.795169004,1.549160197,-0.490204137,-2.604090519,-1.345380234,0.919802208,0.013873253,0.530741771,-0.195237704,0
407.8,-0.297546624,1.558118154,-0.434530164,-0.882090493,0.981995313,-0.136401594,0.37974085,0.687107864,-0.030147178,-0.412433375,-0.344081109,-0.471992347,0.729109289,0
24.03,0.138354921,3.695514472,-0.155654491,0.942767765,-0.72666377,1.554615438,0.080722708,-1.147613993,1.438918511,-1.128555837,0.721882143,-1.483107038,-0.25934467,0
105.2,1.094145779,-0.406278789,-1.058131728,1.549242254,-1.324127561,0.147268376,-0.741027301,0.405066313,-0.606683573,2.020477588,-3.565938971,-0.789384092,0.091177012,0
1.29,0.397413943,0.631900956,-0.477200379,-0.882179703,-0.061830868,-0.092529695,0.065803424,0.458310823,0.649708023,-0.14062392,0.218950442,0.019585585,-0.123836336,0
60.0,-1.767278112,-1.875588163,-0.629435403,-0.293176927,-0.90201109,1.861688268,0.242347988,-0.313713833,-0.158572391,-0.039297671,0.919154774,0.196057687,-0.353099462,0
4.49,-0.499906202,-0.588208352,0.987066648,-0.721533214,0.957774136,-0.827439712,-0.977911787,-0.194944879,0.406348468,0.303439471,-0.113786205,-0.146958794,0.012065626,0
3.98,-1.354167488,1.235009025,0.464838421,-0.082542511,0.070876953,0.158881993,0.001493813,-0.576122125,-0.255483471,-0.536782041,-0.069318476,0.105589581,-0.259189848,0
29.13,-1.723566402,-1.840565256,1.119526333,3.847918115,-1.809443343,0.715848552,-0.474953465,0.473502098,1.084561597,0.064503218,-1.11193972,0.264827411,0.085524145,0
222.0,-1.638541195,-2.17715408,-0.050300142,-0.808017085,1.069043374,1.335666457,0.750213584,-1.323725424,-1.336318888,0.765844427,0.424251546,0.545840359,-0.273024832,0
15.62,0.77761084,-0.068522815,-1.163808743,0.002548827,-0.917334981,0.830635636,-0.090214413,-0.319839582,-1.062431729,-0.346315632,1.877987662,-0.53086681,-0.487222798,0
369.3579914,-6.859268535,5.232230974,-2.598261125,-2.158641402,-5.205462939,-8.27115303,-12.9078444,-0.089893898,-6.318808073,-12.72344349,-3.769452909,0.889697923,1.881715157,1
29.95,0.603912856,0.482854682,0.066341511,-1.079255663,0.92574538,-0.006812526,0.462349114,1.344276531,-0.841441244,0.404363225,-0.330344309,1.847120056,0.234740247,0
12.6,0.524812968,1.271185394,-0.269589225,-0.577822758,0.102622957,0.003522783,0.284527424,1.115004744,-0.258680551,-0.102466238,-0.680311677,-0.961763975,-0.136958349,0
9.73,1.740986077,3.598802952,-0.307167384,0.477159063,-0.212999419,0.44171256,0.207043,0.356727505,-1.178512422,1.275058582,-0.600549189,1.342475987,0.113203516,0
228.0,0.640077496,-0.456774044,-1.684818482,-0.757278989,-0.644528826,0.517789923,-0.141090483,1.107113394,1.485443308,0.173584252,-1.044127563,0.347799695,0.469794253,0
3.542412145,-1.212180078,3.889069433,-0.208144917,-0.501525971,-1.488355467,-1.753036317,-1.638001718,-0.954664527,-0.46341714,0.958728037,-0.601766474,-1.345294071,-0.100343374,1
189.63,2.356892737,2.147782664,1.522187295,0.484037546,-0.189145311,0.309426126,-0.22332233,-1.846904981,-1.674809203,1.302257801,-0.885135445,1.396140958,-0.543794987,0
1.158833394,-17.50553449,9.616150172,-10.16060276,2.356629198,-24.42687369,-15.58934055,-5.615340122,-2.881730902,-5.854573286,-11.37178009,-4.240490897,-0.411972843,5.730114297,1
5.0,2.947747934,-1.272008869,-1.824296345,-0.062472281,-0.936935593,-0.197236616,-1.270061374,-1.851832371,0.682537377,0.913167475,-1.249824222,0.351619033,0.044573541,0
6.407086254,-1.40062906,3.0095484,1.176115213,-0.651761744,-0.155586295,0.976718475,-0.664617046,0.246294739,-0.78498549,0.206840338,-0.319941783,1.876178418,0.2532813,1
1.0,-1.522262175,0.166520757,0.154956504,-0.814284649,0.054746361,-0.066846335,0.749711457,1.106860091,-0.229304291,-0.451650788,0.225981262,-0.208359766,-0.318330598,0
0.0,-0.488926009,2.805350941,1.77738606,0.10049206,1.29501592,0.955004467,0.139567417,-1.890974493,0.372379299,-0.798201085,-0.697061608,-1.497152233,-0.264704752,1
114.83,1.239764834,-3.271184783,-0.326341991,-0.547819305,-0.139057186,-0.998558184,-0.13856033,-1.012609188,-0.593418192,-0.876489359,1.58787004,-1.119507492,0.010657409,0
304.88,0.407591529,0.048517262,-0.049323029,-0.267039905,2.012846765,-0.104917712,0.300131451,0.305931606,-0.353379781,-0.354220557,0.20686836,1.557347298,0.938906384,0
2.84,1.841459918,-1.462996529,-0.090356247,-0.877446332,0.89216974,0.810664209,-0.330312489,0.092604403,0.568791605,-1.109160523,0.1307549,-0.585314392,0.375804241,0
4.99,-0.322381205,0.295703152,-0.409087635,0.131750988,-0.679765436,-0.038236517,-0.262077172,-0.321647309,0.227535135,-0.830577855,0.562615769,0.047497618,-0.111823284,0
113.0031227,-4.124883107,1.433533515,0.694114277,-0.212546275,-0.921451196,-3.211473461,-4.496125399,-1.00382441,0.328591772,2.41026235,2.205070077,-0.505857173,-1.339248841,1
118.37,1.54251011,-1.245571941,0.537861473,0.378412257,0.511988694,-0.998384127,0.028011948,-0.13043879,0.857200403,-1.323478572,1.093116849,-0.434467488,-0.171610462,0
12.38675845,-12.94399181,9.388434679,-9.280833032,0.130853196,-16.8141233,-11.60883264,-5.642472607,-0.8514189,-7.171220654,-12.47421783,-4.69899261,1.625122994,2.254769192,1
2.69,1.304053403,0.058139184,0.066120803,-0.975233241,0.738629887,-0.523285321,-0.511823966,0.84825231,0.362759174,-0.014957472,-0.189954522,-0.093976242,0.139101497,0
174.32,2.277618762,-1.133104044,-0.723177108,0.867670763,0.556498877,-1.201309008,-0.327341179,-0.685029587,0.365866934,-0.388715124,-0.048268048,-0.26582121,0.277427535,0
96.65,0.335893086,0.618798834,-0.45398,0.704279996,-0.389668442,0.758324091,0.097033723,-0.714896307,-2.332486941,0.538530084,0.384063544,-1.235166568,-0.418594293,0
11.27,1.523042872,0.187160621,0.767070817,-1.194990424,0.993524369,0.04153738,-0.984426396,0.967086521,0.220058564,-0.251495271,-0.22637218,-0.017585939,0.158178016,0
20.34,-1.57695323,1.38861653,0.52772266,-1.11547506,0.745909511,0.215432921,0.284386834,-0.656185633,-0.797307139,-0.198661004,-0.813614635,-0.235965212,-0.19674937,0
0.45,-2.489246246,-2.342547832,3.463484314,2.707881973,1.045459412,0.463900425,0.715785492,0.28510633,-0.80308761,-0.510012883,-0.550616468,-0.351095569,0.383388624,0
214.18,1.000480662,-0.563750827,-1.624249637,0.155188082,-0.010319362,0.084334078,0.545654725,1.301476376,-1.512048502,0.424686199,1.194056725,0.30107956,0.345282666,0
8.73,-1.826664131,0.231640676,0.615323307,-0.302806254,0.046965442,-0.210309799,-0.589110125,-0.386237934,0.560515301,0.188525158,0.242644344,0.385549683,-0.149533805,0
173.66,-0.907365749,-0.879673576,-0.834694786,0.165743456,-0.808195923,0.739531724,-0.277864075,-1.051062776,1.280593208,-0.012323879,-1.146550349,1.305691066,0.318034482,0
7.55,0.865674618,-0.012717897,1.293304225,0.919324817,0.685491515,-0.204044423,-0.126342574,0.751667174,-0.05209933,-0.520943732,-0.25364965,-0.137312065,0.061691948,0
1.0,-1.100827019,1.853911748,1.184119702,-1.293847412,0.426692684,-2.258488987,-5.037957823,0.110754509,0.952242881,3.924429239,1.222624595,-1.221853443,-0.054086336,1
23.0,0.047224225,-1.736610002,2.320176805,4.067354231,-0.348417095,-0.48817992,-0.203562644,0.386250419,0.188119472,-0.645066539,0.035776371,-0.487778771,0.099628248,0
270.63,0.962626625,1.494814892,-0.877518438,0.381206608,-0.375225182,-0.476707655,1.303483507,-0.819206397,0.515488119,-0.069740552,1.07347073,-0.307647639,0.421090859,0
7.61,1.802936904,-1.328364467,-0.245260038,-0.874970406,0.521069147,-0.560097613,0.180353004,-0.195579336,0.741657658,-0.844580096,0.096357921,-0.474044632,0.04541519,0
24.99,-0.382672604,-0.855621896,-1.155673193,-0.49207304,-1.040381728,0.88029852,-0.38745661,-0.548915182,1.236018471,-0.058097269,-0.84118869,0.620775587,0.030517132,0
1.0,-0.449703874,-0.47073295,1.255202256,-1.313277786,1.314603196,-1.48895236,-2.734558827,-0.057793178,0.788790763,1.406487479,1.780941488,-0.487054182,0.012972389,0
25.0,-1.771685911,-0.621528722,-0.255675033,-1.583931369,-0.054473009,0.263868248,-1.414343941,-0.278332531,0.979591921,1.303623729,-1.432296239,0.629321573,0.057321832,0
310.83,-1.228928208,-1.161053517,0.299178808,0.803058812,0.07642123,-0.101632433,-0.097159861,-0.752644581,1.226840904,0.454516721,-2.321348715,-0.101604544,-1.508661409,0
92.2,0.462380772,-0.553780254,-1.761379859,1.422005722,-2.15937291,0.488476631,-1.513938943,-2.356234521,0.988065123,0.382699745,-0.513633277,1.240386066,0.141293008,0
1.98,1.013341177,-0.016758194,-0.128532973,-0.362368853,0.172740018,-0.609934351,0.113021022,0.385369835,0.346104859,0.275661328,-0.127726393,-0.241201645,-0.023338996,0
79.59691738,-5.607895067,3.782538478,-3.991406179,-1.583305031,-5.163597934,-5.839483572,-5.905491002,-0.070926431,-5.066724062,-8.562547316,-3.375684037,1.573723559,-0.442918088,1
29.9,-1.083498314,-1.308339111,0.710472818,6.329392229,-4.649979098,0.45691227,0.238156967,-0.097828177,0.543302194,0.376105059,0.604901832,0.302320367,-2.419403379,0
7.359477854,-1.840220068,2.175805563,-1.085935548,-0.631738522,-2.563499329,-3.087213239,-4.52989608,0.428586697,-2.156452195,-5.997525518,-0.807928727,0.478592855,0.350296895,1
0.89,-1.816440565,0.224602697,0.629204172,-0.303988422,0.041236219,-0.208681767,-0.604596369,-0.394783352,0.556249443,0.184355665,0.23258523,0.38758854,-0.161085406,0
0.76,0.550787782,0.847812268,0.635919232,-1.022084086,0.728405191,-0.671406469,-1.317954706,1.52712698,-0.344152184,1.79064466,0.001195958,0.287256643,-0.021600089,0
49.99,1.585196095,0.367832488,0.086450083,0.041898391,0.837355413,-0.277436448,0.274560929,0.274289319,-0.11754148,-0.410869595,-0.108168507,-0.360121195,-0.069074542,0
0.31,1.43403223,-1.534913453,0.084289567,-0.512601727,0.74682953,0.300878335,0.07230302,0.069017061,0.18651582,-0.601881928,-0.412406,-0.811684235,0.112489954,0
4.9,-2.647497196,1.753792472,0.40632795,-2.188494005,-0.686934748,-1.672345978,-6.034402576,0.164400706,-2.383826034,-4.166478775,-1.772396947,-0.526280794,-0.093421475,1
4.99,1.363670477,1.226902759,-0.868558504,0.460339829,-0.765760131,-0.064577886,-0.051497761,-0.246944631,-0.061848305,-0.125284562,-0.040073882,-0.353640182,-0.193864975,0
6.28,1.562300418,-0.023408235,-0.040362916,-0.907523151,0.703373564,-0.315561375,0.121023295,0.837278401,0.194344647,-0.400930476,-0.362637421,0.014118843,0.120058448,0
18.23,2.605710278,2.86577933,0.467630968,2.488348446,-0.546555849,0.55093718,-1.083115617,-1.295634149,-0.407021631,0.150895586,0.291222704,1.892405547,0.008661646,0
89.99,-3.921068236,1.974948589,-0.257648132,-1.697556488,-0.220073412,-1.62804286,-1.276623269,0.217196628,1.417203748,3.94410305,1.91351588,-0.561308059,0.068515289,0
48.0,-0.463679902,-1.737392902,0.450611445,0.604354456,0.06809851,-1.074383907,0.824647979,1.767729871,-1.843144952,0.935038705,-2.181580137,-0.266782265,-0.10487564,0
32.98,-0.555593587,1.047231398,-0.001472192,0.479069077,-0.485882882,0.309939711,0.221509834,-0.147394522,0.632811931,-1.005593178,0.378478025,-0.04265778,-0.164792567,0
449.3413037,-13.06205155,7.723532992,-10.62795993,-2.186951712,-10.67306919,-13.30694403,-13.00244003,-0.152166349,-10.81771804,-21.63269924,-8.785598927,1.980563033,-0.734552682,1
2.78,-1.308901188,0.372737589,-0.051957322,-1.377159335,0.254095761,0.017568211,0.506972296,0.750192975,-0.214757296,-0.494319077,-0.056294224,-0.234857422,-0.249617269,0
1.0,-1.079959647,-0.727058248,0.552766343,-0.079720009,0.7588475,3.384284685,-0.480071463,1.21907165,-1.243150346,-0.154585465,0.110999838,3.383008945,1.235162761,0
41.13,1.168714744,0.89887941,0.04208066,-0.764265745,0.815278177,0.014706751,0.366093602,1.096568289,-0.308825848,-0.179672347,0.149434911,0.447427385,-0.128492341,0
22.48,-0.39007385,-0.766486461,1.261747703,-0.239262625,1.159807702,-0.481109071,-1.123937387,-0.924156665,0.534284286,-0.139699412,0.32811697,0.190365696,0.177644225,0
61.0,0.176646493,0.73475617,0.025320473,0.673810529,-0.336997319,0.118485157,0.767327468,1.017244673,0.712743981,-0.836965341,0.474168703,-0.002448909,-0.120281351,0
93.54004767,-6.179979254,3.562872768,0.490145953,-2.640496269,-1.149416444,-5.637561529,-11.16561892,0.393153091,-2.463673055,-1.527819183,0.138003699,0.260716576,-0.048146895,1
15.0,-0.167218795,-0.670347799,-0.50310092,-1.364929288,0.073204706,0.642854272,-0.176137827,0.262700858,0.658283237,0.32412339,-1.780359819,0.624963095,0.161649892,0
19.98,-0.020389353,-0.205162699,1.0556821,-0.628255164,1.073031989,-0.409832771,1.356394607,-1.287040697,-1.255063897,0.687469286,-0.385859824,0.347585612,-0.504628159,0
15.0,0.562852362,-1.392983221,-1.544282514,-0.809860908,-0.965534561,1.591535048,-0.215722005,-0.213530083,-0.292627327,0.299072524,0.313997245,-0.03679645,-0.283813452,0
102.0384706,-19.49210177,7.366716451,-11.06467973,-4.723383469,-14.62306498,-15.89871184,-13.46932204,-1.047340653,-10.56653338,-15.98476841,-5.844287532,1.771259764,-0.835935969,1
13.57,1.359863965,-1.588232979,0.685465369,1.619288645,-0.089619756,-0.225567497,-0.262101563,0.60865063,-2.338886601,0.656279054,-0.286499898,-2.073155327,-0.674560282,0
20.0,2.111069515,1.090267374,-0.565612717,-0.670169552,0.268686185,-0.121010591,0.209186645,1.946774213,-0.395725268,0.316346762,0.010515628,1.428812774,0.232943825,0
95.2224772,-4.704133077,4.105143443,-0.273615579,-0.831552783,-1.634137354,-2.984968593,-6.181825138,0.524070524,-1.848326876,-2.174579827,0.448140013,1.007089738,0.543279844,1
11.5,1.3115885,0.755387425,-1.002014121,0.35519935,-0.8342625,-0.100582605,-0.059209545,-0.203545863,0.033013966,-0.040487442,-0.188393401,-0.183558659,-0.158443174,0
1.61,-0.522617791,-0.610098926,0.635180606,-0.571426182,0.717611864,0.769227292,1.958268419,-0.774840285,-0.299426354,0.018099506,1.009779323,0.007919803,0.429602897,0
177.87,-1.05909457,0.425703622,-0.496482372,-0.341681469,-0.158944147,0.014812755,0.645740119,-0.01738129,0.210632873,-0.650665307,0.579515661,0.213737523,0.027933398,0
1.930421781,-1.556765715,2.717436616,1.543114224,-0.354837412,-0.251609459,-0.253030102,-0.631455919,-1.709405427,-0.521993795,-2.633932403,-1.186847271,-1.040851923,-0.294849732,1
166.5,1.423261527,0.506864613,-0.960474903,0.387716043,1.190344448,0.752473808,-0.497942711,-0.15323917,-2.751623912,0.705301867,0.433851805,-0.450619146,-0.493660138,0
96.0,1.548088829,-0.647859476,-0.130118346,0.477509288,0.106883205,0.762205728,-0.289174424,0.051703138,-1.495566036,-0.255214437,1.599967263,0.397356525,-0.217121393,0
10.78,0.933307262,-0.073343753,-0.177388134,-0.867138401,0.501580145,0.014685859,0.468261181,0.855740059,-0.25355788,0.227145791,-1.274631879,-0.310218203,0.209706727,0
10.0,-1.307892995,-1.745182636,-0.669807123,-0.260499262,-0.981365544,1.544587852,-0.672151113,-0.254477085,-0.456411392,0.183795701,-0.034370338,0.135295532,-0.33174027,0
39.95,0.257084202,-0.961113084,1.365105795,-0.61307542,1.355649221,-0.717570128,0.431218269,-1.682827616,-0.296897755,-0.517538439,-0.220745884,0.121577386,0.037703257,0
30.96,-1.65142655,-1.60008006,3.174972114,3.190022827,0.52574126,-1.076053682,-0.792205076,0.792882733,0.426046283,0.311861663,0.383358754,-0.77301498,0.013866548,0
29.98,0.736362096,-0.928287415,0.521565922,-0.165484383,0.729581269,0.251377768,-0.495491273,0.183890039,0.348880207,-0.966451739,-0.165090648,-0.105304534,0.027906649,0
151.49,-1.8084418,-1.478779979,-1.137417967,0.10437299,-0.181760124,3.961308873,-1.438607012,-0.611022385,1.994105252,-0.29229918,-1.608550833,1.315938428,-5.258322049,0
1200.0,-2.783224683,-1.469647437,-2.267709615,0.360839136,5.334466251,-0.963917215,0.445836018,-1.096073414,0.637587236,0.123101714,-1.138251993,-0.301223537,2.535922386,0
1.98,-0.492611593,-0.773305691,0.395395778,-0.780270957,0.596299597,-0.314098276,0.374128784,-0.338831834,0.240820924,-0.504453096,-0.444082205,0.166810506,-0.016943566,0
15.0,-0.511100511,0.341444582,1.784989797,-1.613290257,-1.018702602,0.779373091,-0.75554341,0.409265314,0.122145553,2.018754021,-0.179270562,3.656204071,0.818975434,0
45.48,-16.58260573,6.20736889,-11.31847152,-2.997206988,-17.64047041,-15.12375218,-6.552553684,-1.570007233,-12.17255302,-20.16454223,-8.668815197,2.550870344,0.694574465,1
44.13,-0.827428834,1.296838399,-0.142113852,-0.507824587,-0.013806746,0.385237804,0.510310125,-0.522269479,0.047790856,-0.638748771,0.253730338,-0.254746756,-0.210680197,0
7.68,-1.54287893,-1.679355815,2.102393114,0.778514814,1.281062268,1.093352217,2.136573883,-0.449718151,-1.256226422,0.577799682,-0.595321106,-0.973444136,0.408031435,0
0.601388202,-7.701873771,5.12002123,-0.598554542,-3.118114741,-3.500574838,-6.621777444,-11.01235092,0.639452998,-3.414604794,-4.268900541,-0.955499015,0.555345783,0.461669605,1
1.51,-0.462438482,3.745979549,0.399988056,1.11877561,-0.394506231,1.479042755,-0.006360503,-2.495423925,0.745866187,-0.753267774,0.277770803,-0.815692364,-0.322850468,0
9.99,-1.075413833,3.778604371,0.540996127,-0.333704483,0.440857208,1.684950162,0.923853047,-1.909959477,0.553855925,-0.630407504,-0.14324881,-1.013492713,-0.40426418,0
29.95,-2.377915099,-1.712545855,0.38750593,-0.994299575,0.348705394,-0.682368828,0.82875796,-0.284644569,-0.826049222,-0.415760336,0.336125483,1.736210433,-0.19727634,0
38.21,-2.40343012,-1.600528279,0.386172864,-1.290128633,0.504120655,-0.873187584,0.509923885,0.35053694,-1.044552966,-0.207292258,-0.226849647,1.447376522,-0.151318043,0
14.99,-1.109623214,-0.635727712,1.283978863,4.200659992,-1.721349553,-0.173021962,-0.224377623,1.45821074,0.489308611,-0.839878743,0.436174031,-0.605106078,-0.111062574,0
123.76827,-2.822558378,4.007299149,-2.87106999,-0.135097991,-3.748790933,-4.578111056,-6.156778789,-0.085603242,-5.064804445,-6.730676549,-3.196774515,1.480464038,0.059560938,1
308.95,0.277463455,0.363874315,-0.935904292,-0.960570815,1.684915076,-0.787563084,0.585004141,0.889550026,-0.552372226,0.40645171,-0.487773708,1.032214004,0.77354975,0
7.7,-0.553266075,-0.981029742,1.348239141,-0.767143497,1.194968395,-1.034099005,1.243011517,0.593695979,-0.462425264,-0.12176147,0.138268042,0.916000161,-0.101987177,0
365.75,-0.583807856,-1.480606327,0.226646637,-1.014390953,1.218629122,-0.939265614,-0.198146674,1.070413667,0.699111231,-1.086173737,0.590049123,-0.051161447,-1.957806344,0
26.29,1.943528666,1.637987283,1.335502929,0.992761621,0.433956327,0.638763833,0.854815736,-2.126753525,-0.259286599,-0.375558788,1.405648811,-2.906499782,-0.400483234,0
113.3040176,-5.906389759,2.766965315,-2.772219331,-1.961859694,-3.200976679,-4.146021204,-3.973638843,1.205526664,-5.802064737,-7.567832381,-3.231653438,3.119425737,0.261360344,1
1.5,0.270694131,0.634341334,-0.338936366,-1.066165092,0.183316612,-0.035891001,0.247915906,0.888757052,0.112034648,-0.380156297,-0.382607683,-0.200926516,-0.085749541,0
154.0,2.219687915,-1.408529949,-0.834184292,0.618452238,-0.752711408,1.390809246,-0.172735002,1.263419204,-1.046618884,1.079430441,0.409949699,0.301249645,0.316610637,0
9.99,0.983684605,-0.341934802,0.192758669,0.02368996,-0.073512035,-0.492531093,0.09104737,-0.335460441,0.131926409,-0.750056347,1.054131391,0.461170833,-0.095608182,0
7.99,-1.278776978,0.278112399,-0.067550191,-1.025514397,0.09695864,0.19621591,0.855995365,0.170031152,-0.064972852,-0.620620585,0.413589218,-0.042521481,-0.282053562,0
41.3166806,-3.739272768,0.78861923,-0.134060431,0.00557025,-2.620432234,-4.264333759,-4.978775461,-0.537674066,-2.576030108,-3.103924604,-0.008065443,1.646470029,0.502751941,1
56.9,-0.622054079,-0.447342161,-1.055728133,-0.255444697,-0.962057342,0.829129611,0.107683638,0.609550519,-0.92292975,-0.242343369,1.154538849,-0.712025585,-0.568858178,0
